Gene stable ID,Gene name,Gene start (bp),Gene end (bp)
ENSG00000189114,BLOC1S3,45178784,45216933
ENSG00000251670,AC113346.2,174751304,174850725
ENSG00000266890,MIR4634,174751734,174751787
ENSG00000251144,AC113346.1,174820027,174826324
ENSG00000204754,LINC01951,174919082,174995513
ENSG00000251122,NIFKP2,174923090,174923945
ENSG00000248293,AC008413.1,174926541,174926717
ENSG00000249403,AC008413.2,174986295,174987050
ENSG00000248355,ARL2BPP6,175290731,175291252
ENSG00000184845,DRD1,175440036,175444182
ENSG00000286350,AC091393.2,175471414,175475378
ENSG00000164466,SFXN1,175477062,175529742
ENSG00000283632,EXOC3L2,45212370,45245407
ENSG00000236703,MYB-AS1,135195083,135195995
ENSG00000207689,MIR548A2,135239160,135239256
ENSG00000224374,AL023693.1,135259996,135260933
ENSG00000104879,CKM,45306413,45322875
ENSG00000135541,AHI1,135283532,135497765
ENSG00000242675,RPS16P9,45332698,45333124
ENSG00000104892,KLC3,45333434,45351520
ENSG00000270839,AC091393.1,175483595,175484192
ENSG00000222111,RN7SKP148,175628188,175628462
ENSG00000113749,HRH2,175658030,175710756
ENSG00000162520,SYNC,32679906,32703596
ENSG00000200648,RNU6-226P,175703898,175704004
ENSG00000145920,CPLX2,175796310,175884021
ENSG00000224409,AC114489.1,32717734,32725237
ENSG00000162522,KIAA1522,32741830,32774970
ENSG00000280068,AC138965.2,175903874,175904371
ENSG00000250820,AC138965.1,175906939,175958538
ENSG00000051596,THOC3,175917873,176034680
ENSG00000134684,YARS1,32775237,32818153
ENSG00000104884,ERCC2,45349837,45370918
ENSG00000243433,AC010973.1,151028781,151029754
ENSG00000213199,ASIC3,151048292,151052756
ENSG00000250801,THOC3-AS1,175972606,175987666
ENSG00000272494,OR1X1P,176006145,176007387
ENSG00000250992,AC139491.3,176036593,176042888
ENSG00000248469,AC139491.1,176049678,176062021
ENSG00000116497,S100PBP,32816767,32858875
ENSG00000182230,FAM153B,176060689,176116015
ENSG00000257941,AC011611.5,76057538,76058115
ENSG00000258304,AC233290.2,76115711,76116100
ENSG00000257872,AC233290.1,76137425,76138610
ENSG00000252858,RNU6-1271P,76139567,76139671
ENSG00000257219,LNCOG,76259836,76305969
ENSG00000223273,RN7SKP172,76315751,76316048
ENSG00000179941,BBS10,76344474,76348415
ENSG00000091039,OSBPL8,76351797,76559809
ENSG00000160097,FNDC5,32862268,32872482
ENSG00000121905,HPCA,32885994,32898441
ENSG00000164885,CDK5,151053815,151057897
ENSG00000272762,AC115284.1,51961212,51974031
ENSG00000121900,TMEM54,32894594,32901438
ENSG00000285476,AC139491.7,176063748,176126959
ENSG00000114779,ABHD14B,51968510,51983409
ENSG00000251623,AC139491.5,176119545,176156937
ENSG00000251458,AC139491.4,176124210,176131461
ENSG00000283559,AC139491.6,176143078,176156989
ENSG00000287691,AL031602.2,32925454,32951638
ENSG00000248596,AC139491.2,176143085,176185155
ENSG00000116514,RNF19B,32936445,32964809
ENSG00000287579,AC139491.8,176158610,176168367
ENSG00000283235,AC139493.2,176173345,176199295
ENSG00000164889,SLC4A2,151057210,151076526
ENSG00000270989,AC139493.1,176203314,176203710
ENSG00000170085,SIMC1,176238367,176345991
ENSG00000104881,PPP1R13L,45379638,45406349
ENSG00000248487,ABHD14A,51971426,51981199
ENSG00000278966,AL031602.1,32973553,32974463
ENSG00000217644,AL355864.1,32979947,32980472
ENSG00000239670,AL355864.2,32986952,32988233
ENSG00000236065,AL020995.1,32987075,33032469
ENSG00000004455,AK2,33007940,33080996
ENSG00000114786,ABHD14A-ACY1,51974706,51989183
ENSG00000251667,BRCC3P1,176308063,176309013
ENSG00000122203,KIAA1191,176346062,176361807
ENSG00000234084,AL049552.1,135301568,135307158
ENSG00000287094,AL049552.2,135323399,135327965
ENSG00000201012,Y_RNA,135474504,135474609
ENSG00000231028,LINC00271,135497422,135813990
ENSG00000117877,POLR1G,45406644,45410737
ENSG00000226540,GAPDHP73,135619165,135620171
ENSG00000233534,AL035604.1,135628787,135634681
ENSG00000012061,ERCC1,45407334,45478828
ENSG00000217482,HMGB1P17,135636086,135636713
ENSG00000236378,AL133319.1,135807148,135808466
ENSG00000261118,AC092123.1,89492017,89504460
ENSG00000171408,PDE7B,135851701,136195574
ENSG00000167526,RPL13,89560677,89564542
ENSG00000286313,AL360178.1,135854053,135880942
ENSG00000288054,AL360178.2,135882780,135888133
ENSG00000237596,AL138828.1,135991936,136225751
ENSG00000276645,Metazoa_SRP,33029232,33029576
ENSG00000250909,AC138956.1,176347941,176353584
ENSG00000251414,AC138956.2,176354206,176356168
ENSG00000175414,ARL10,176365487,176401865
ENSG00000213111,COX5BP2,136034553,136034886
ENSG00000200084,SNORD68,89561434,89561517
ENSG00000277973,AL138828.2,136206478,136206860
ENSG00000221464,MIR1271,176367946,176368031
ENSG00000048162,NOP16,176383938,176388927
ENSG00000178773,CPNE7,89575758,89597246
ENSG00000146410,MTFR2,136231024,136250335
ENSG00000142920,AZIN2,33081104,33123492
ENSG00000257526,AC107032.2,76562294,76615567
ENSG00000287030,AC107032.3,76589476,76600644
ENSG00000029363,BCLAF1,136256627,136289851
ENSG00000213272,RPL7AP9,76599671,76600470
ENSG00000271142,YWHAQP7,76619386,76620043
ENSG00000243071,AC107032.1,76660405,76660884
ENSG00000241045,RPL7P43,76721534,76722286
ENSG00000258090,AC093014.1,76757191,76757914
ENSG00000146066,HIGD2A,176388751,176389761
ENSG00000186908,ZDHHC17,76763588,76853696
ENSG00000015413,DPEP1,89613308,89638456
ENSG00000175416,CLTB,176392501,176416539
ENSG00000243989,ACY1,51983340,51989197
ENSG00000278997,AL662907.1,33141871,33143230
ENSG00000280139,AC010297.1,176439090,176439238
ENSG00000116525,TRIM62,33145399,33182059
ENSG00000113194,FAF2,176447628,176510074
ENSG00000275726,MIR6088,45436654,45436704
ENSG00000279179,AL662907.2,33162851,33166298
ENSG00000284721,AL662907.3,33194788,33200353
ENSG00000125740,FOSB,45467995,45475179
ENSG00000160094,ZNF362,33256492,33300719
ENSG00000131165,CHMP1A,89640816,89657738
ENSG00000146083,RNF44,176526712,176538025
ENSG00000270115,AL513327.2,33261212,33261680
ENSG00000184389,A3GALT2,33306766,33321098
ENSG00000175183,CSRP2,76858709,76879023
ENSG00000225313,AL513327.1,33307348,33349245
ENSG00000288608,AC010973.3,151061928,151061978
ENSG00000244151,AC010973.2,151074742,151076530
ENSG00000164896,FASTK,151076593,151080866
ENSG00000074276,CDHR2,176542511,176595974
ENSG00000134686,PHC2,33323623,33431052
ENSG00000257910,AC124784.1,76878193,76880352
ENSG00000257199,AC025161.1,76984079,76984669
ENSG00000167523,SPATA33,89657740,89671272
ENSG00000165891,E2F7,77021248,77065569
ENSG00000275734,AC010538.1,89671568,89685304
ENSG00000125744,RTN2,45485294,45497055
ENSG00000185324,CDK10,89680737,89696354
ENSG00000164897,TMUB1,151081085,151083493
ENSG00000286476,AC079030.1,77129178,77163638
ENSG00000257677,LINC02464,77219603,77317234
ENSG00000067798,NAV3,77324641,78213010
ENSG00000284154,MIR3605,33332393,33332492
ENSG00000222112,RN7SKP16,33336566,33336864
ENSG00000233246,PHC2-AS1,33350352,33363245
ENSG00000243959,RN7SL684P,176547433,176547726
ENSG00000234512,TLR12P,33466249,33468954
ENSG00000207420,Y_RNA,176556704,176556805
ENSG00000169258,GPRIN1,176595802,176610156
ENSG00000121903,ZSCAN20,33472645,33496507
ENSG00000074317,SNCB,176620082,176630556
ENSG00000133612,AGAP3,151085831,151144436
ENSG00000235907,AC115285.1,33512008,33512743
ENSG00000263669,RN7SL470P,70075014,70075272
ENSG00000169564,PCBP1,70087477,70089203
ENSG00000233060,AC016700.1,70089721,70096100
ENSG00000266329,MIR4281,176629439,176629500
ENSG00000225392,MRPL36P1,70102551,70102862
ENSG00000231327,LINC01816,70124036,70125317
ENSG00000175766,EIF4E1B,176630618,176646644
ENSG00000121904,CSMD2,33513999,34165842
ENSG00000115998,C2orf42,70149885,70248615
ENSG00000048140,TSPAN17,176647387,176659054
ENSG00000260259,LINC02166,89682620,89686569
ENSG00000213889,PPM1N,45488777,45502510
ENSG00000158792,SPATA2L,89696357,89701705
ENSG00000075399,VPS9D1,89707134,89720898
ENSG00000125753,VASP,45506579,45526983
ENSG00000261373,VPS9D1-AS1,89711856,89718165
ENSG00000216519,AL023284.1,136317961,136318236
ENSG00000248484,AC113391.1,176707356,176726243
ENSG00000251446,AC113391.2,176726942,176739458
ENSG00000158805,ZNF276,89720400,89740925
ENSG00000260418,AL023284.4,136335714,136336087
ENSG00000248859,LINC01574,176743205,176743871
ENSG00000113763,UNC5A,176810519,176880898
ENSG00000135525,MAP7,136342281,136550819
ENSG00000116001,TIA1,70209444,70248660
ENSG00000125741,OPA3,45527427,45602212
ENSG00000177464,GPR4,45589764,45602212
ENSG00000160883,HK3,176880869,176899346
ENSG00000257835,AC073591.1,77379770,77390869
ENSG00000125746,EML2,45606994,45645602
ENSG00000258066,AC138331.1,77775783,77783576
ENSG00000258225,AC073571.1,78052181,78091737
ENSG00000257220,PRXL2AP1,78130337,78131004
ENSG00000258220,LINC02424,78326680,78359746
ENSG00000258084,AC128707.1,78352519,78483030
ENSG00000257879,AC130415.1,78426826,78442952
ENSG00000187741,FANCA,89737549,89816657
ENSG00000257165,AC079362.1,78448995,78540675
ENSG00000087206,UIMC1,176905005,177022633
ENSG00000257564,AC068993.1,78793526,78794114
ENSG00000257948,AC068993.2,78794132,78808995
ENSG00000227000,HSPD1P14,33838523,33840140
ENSG00000164900,GBX1,151148589,151174745
ENSG00000067715,SYT1,78863993,79452008
ENSG00000176256,HMGB4,33860475,33864791
ENSG00000146926,ASB10,151175698,151187832
ENSG00000231163,CSMD2-AS1,33868953,33893726
ENSG00000162244,RPL29,51993522,51995895
ENSG00000278685,IQCA1L,151190873,151205496
ENSG00000285480,H2BE1,151207837,151210378
ENSG00000285292,ABCF2-H2BE1,151207837,151227166
ENSG00000201148,RNA5SP42,34112949,34113063
ENSG00000142698,C1orf94,34166883,34219131
ENSG00000113761,ZNF346,177022696,177081189
ENSG00000270241,AC115286.1,34276859,34277292
ENSG00000287703,AC099565.1,34640157,34685732
ENSG00000207941,MIR552,34669599,34669694
ENSG00000163866,SMIM12,34712737,34859755
ENSG00000033050,ABCF2,151211484,151227205
ENSG00000285685,AC115284.3,52046763,52048657
ENSG00000164086,DUSP7,52048919,52056571
ENSG00000189280,GJB5,34755047,34758512
ENSG00000221238,MIR1285-2,70252918,70253005
ENSG00000231414,RPL39P15,70253855,70254010
ENSG00000189433,GJB4,34759740,34762327
ENSG00000164087,POC1A,52075226,52154690
ENSG00000257191,AC090709.1,78960258,79045644
ENSG00000257894,AC027288.3,79341205,79503396
ENSG00000255811,AL121988.1,34761426,34788097
ENSG00000221788,MIR1252,79419257,79419321
ENSG00000116005,PCYOX1,70257386,70281185
ENSG00000257604,AC027288.2,79500119,79500687
ENSG00000188910,GJB3,34781214,34786369
ENSG00000257474,AC027288.1,79540203,79550535
ENSG00000220660,AL023284.3,136364129,136365079
ENSG00000257956,NOP56P3,79558782,79559166
ENSG00000251666,ZNF346-IT1,177051714,177052963
ENSG00000216613,AL023284.2,136419847,136420425
ENSG00000187513,GJA4,34792999,34795747
ENSG00000177425,PAWR,79574979,79690964
ENSG00000218424,NDUFS5P1,136475862,136476150
ENSG00000271765,RN7SKP299,136545192,136545492
ENSG00000272189,AL024508.1,136550661,136552554
ENSG00000160867,FGFR4,177086905,177098144
ENSG00000230163,AL122010.1,34850694,34851555
ENSG00000197442,MAP3K5,136557046,136792477
ENSG00000116544,DLGAP3,34865436,34929650
ENSG00000286419,AC097637.3,52183722,52186834
ENSG00000284773,AC114490.3,34974356,34985313
ENSG00000258048,AC073569.2,79690144,79778451
ENSG00000242849,ALDOAP1,52193170,52194785
ENSG00000241014,AC114490.1,34975699,34978706
ENSG00000033100,CHPF2,151232489,151238827
ENSG00000271741,AC114490.2,34981533,35031741
ENSG00000058272,PPP1R12A,79773563,79935460
ENSG00000023330,ALAS1,52198086,52214327
ENSG00000143977,SNRPG,70281362,70293740
ENSG00000243749,TMEM35B,34981535,34985353
ENSG00000234263,MAP3K5-AS1,136629066,136648198
ENSG00000212242,RNA5SP219,136630243,136630355
ENSG00000286646,AL121933.2,136784045,136786280
ENSG00000112357,PEX7,136822564,136913934
ENSG00000163867,ZMYM6,34986165,35031945
ENSG00000284191,MIR671,151238421,151238538
ENSG00000082014,SMARCD3,151238764,151277896
ENSG00000035141,FAM136A,70295975,70302090
ENSG00000201807,AL121933.1,136855698,136855831
ENSG00000213109,AL365223.1,136900233,136901529
ENSG00000182747,SLC35D3,136922301,136925660
ENSG00000233849,AC022201.2,70301451,70302072
ENSG00000207247,Y_RNA,136934765,136934866
ENSG00000235289,BRD7P6,70353010,70355915
ENSG00000230350,RPL35AP3,136973930,136974217
ENSG00000225391,NHEG1,136982165,136993234
ENSG00000229229,AC022201.1,70402934,70422678
ENSG00000235399,AL135902.1,136995170,136999504
ENSG00000016402,IL20RA,136999971,137045180
ENSG00000280003,AC097637.2,52217016,52219012
ENSG00000239732,TLR9,52221080,52226163
ENSG00000197056,ZMYM1,35032172,35115859
ENSG00000284544,MIR330,45638994,45639087
ENSG00000267757,EML2-AS1,45641494,45642840
ENSG00000173366,AC097637.1,52221081,52231190
ENSG00000163235,TGFA,70447284,70554193
ENSG00000241226,RN7SL836P,45651510,45651805
ENSG00000010310,GIPR,45668221,45683722
ENSG00000247596,TWF2,52228612,52246788
ENSG00000243224,AC006252.1,52239258,52241097
ENSG00000272661,AC021097.1,151240399,151240972
ENSG00000243018,AC005486.1,151249325,151254390
ENSG00000164485,IL22RA2,137143820,137173648
ENSG00000164088,PPM1M,52245759,52250599
ENSG00000013374,NUB1,151341699,151378449
ENSG00000224606,TGFA-IT1,70467385,70468495
ENSG00000204991,SPIRE2,89818179,89871319
ENSG00000027697,IFNGR1,137197485,137219449
ENSG00000233940,RPL12P45,35053468,35059271
ENSG00000228348,EFCAB14P1,35122022,35122484
ENSG00000284640,AL590434.1,35141515,35146435
ENSG00000164091,WDR82,52254434,52288020
ENSG00000177468,OLIG3,137492199,137494394
ENSG00000213108,BTF3L4P3,137543897,137544372
ENSG00000116560,SFPQ,35176378,35193145
ENSG00000230533,AL356234.2,137657998,137763984
ENSG00000075340,ADD2,70607618,70768225
ENSG00000207773,MIR642A,45674928,45675024
ENSG00000283212,MIR642B,45674932,45675008
ENSG00000141002,TCF25,89873570,89913627
ENSG00000199150,MIRLET7G,52268278,52268361
ENSG00000125743,SNRPD2,45687454,45692569
ENSG00000283265,AL356234.3,137693068,137700415
ENSG00000220412,AL356234.1,137705423,137707201
ENSG00000168237,GLYCTK,52287089,52295257
ENSG00000234956,LINC02539,137730170,137792835
ENSG00000207300,Y_RNA,137784374,137784486
ENSG00000237499,WAKMAR2,137823673,137868233
ENSG00000165671,NSD1,177133025,177300213
ENSG00000011478,QPCTL,45692403,45703989
ENSG00000118503,TNFAIP3,137867214,137883312
ENSG00000242797,GLYCTK-AS1,52288580,52299067
ENSG00000207926,MIR135A1,52294219,52294308
ENSG00000177051,FBXO46,45710629,45730896
ENSG00000279407,AC007191.1,45714387,45717381
ENSG00000237452,BHMG1,45733439,45764541
ENSG00000277130,AC073569.3,79818784,79819465
ENSG00000114841,DNAH1,52316319,52400491
ENSG00000258044,AC073569.1,79823778,79825496
ENSG00000201942,RNA5SP363,79878305,79878419
ENSG00000257557,PPP1R12A-AS1,79934901,79942712
ENSG00000177045,SIX5,45764785,45769252
ENSG00000271496,SNRPGP20,79989014,79989218
ENSG00000239473,RPL7P38,80028893,80029631
ENSG00000238842,RNU7-106P,80068691,80068757
ENSG00000165899,OTOGL,80099537,80380879
ENSG00000259605,AC074212.1,45764785,45769806
ENSG00000267395,DM1-AS,45767796,45772504
ENSG00000187260,WDR86,151375909,151410727
ENSG00000201868,Y_RNA,35195969,35196062
ENSG00000104936,DMPK,45769709,45782552
ENSG00000243836,WDR86-AS1,151409161,151413354
ENSG00000146463,ZMYM4,35268709,35422058
ENSG00000241456,AC005996.1,151427683,151439124
ENSG00000127377,CRYGN,151428832,151440813
ENSG00000230291,AC078817.1,80102899,80103333
ENSG00000222880,RN7SKP261,80343515,80343792
ENSG00000286634,AC146507.3,177260340,177263909
ENSG00000139304,PTPRQ,80402178,80680273
ENSG00000240729,AC146507.2,177264766,177265241
ENSG00000270706,PRMT1P1,177265580,177266588
ENSG00000265810,MIR3907,151433489,151433639
ENSG00000241959,RN7SL76P,151464650,151464938
ENSG00000169228,RAB24,177301198,177303744
ENSG00000106615,RHEB,151466012,151520120
ENSG00000267048,AC092143.3,89906157,89918233
ENSG00000258839,MC1R,89912119,89920973
ENSG00000198211,AC092143.1,89919165,89936092
ENSG00000259006,AC092143.2,89919827,89922662
ENSG00000239557,PPP2R5CP,52373652,52374882
ENSG00000258947,TUBB3,89921392,89938761
ENSG00000163930,BAP1,52401008,52410008
ENSG00000240132,ETF1P2,151501878,151503463
ENSG00000257786,AKIRIN1P1,80561017,80561560
ENSG00000257429,AC074031.1,80583683,80593701
ENSG00000111046,MYF6,80707634,80709474
ENSG00000287393,AL591468.1,137900585,137903576
ENSG00000111049,MYF5,80716912,80719671
ENSG00000106617,PRKAG2,151556124,151877125
ENSG00000226004,LINC02528,137943079,137945802
ENSG00000229922,LINC02865,137945366,137972522
ENSG00000219463,RPSAP42,137995270,137996147
ENSG00000112378,PERP,138088505,138107419
ENSG00000257741,LINC01490,80763151,80770717
ENSG00000112379,ARFGEF3,138161939,138344663
ENSG00000213347,MXD3,177301461,177312757
ENSG00000240374,RN7SL503P,35292196,35292498
ENSG00000201542,SNORA62,35310274,35310425
ENSG00000229994,RPL5P4,35350722,35351607
ENSG00000227409,ZMYM4-AS1,35358822,35366077
ENSG00000111052,LIN7A,80792520,80937925
ENSG00000278702,Metazoa_SRP,35399997,35400319
ENSG00000010318,PHF7,52410660,52423641
ENSG00000140995,DEF8,89948697,89968060
ENSG00000169230,PRELID1,177303799,177306949
ENSG00000207763,MIR617,80832533,80832629
ENSG00000258215,AC078886.1,80860955,80861508
ENSG00000286979,AC005234.2,70629657,70648761
ENSG00000208022,MIR618,80935736,80935833
ENSG00000235035,AC005234.1,70687142,70691824
ENSG00000111058,ACSS3,80936414,81261210
ENSG00000183733,FIGLA,70777310,70790643
ENSG00000254440,PBOV1,138215986,138218491
ENSG00000262543,SMIM28,138377905,138383486
ENSG00000142687,KIAA0319L,35433492,35557950
ENSG00000218499,AL031003.1,138393373,138393544
ENSG00000215878,MARCKSL1P2,138402585,138403560
ENSG00000228034,HMGN2P21,70803157,70803426
ENSG00000051620,HEBP2,138403531,138422197
ENSG00000152672,CLEC4F,70808643,70820599
ENSG00000135540,NHSL1,138422043,138692571
ENSG00000231386,MOB4P1,70810798,70811474
ENSG00000116031,CD207,70830211,70835816
ENSG00000237751,LINC01143,70887871,70889959
ENSG00000258026,AC078955.1,81094371,81125863
ENSG00000169223,LMAN2,177331567,177351668
ENSG00000277764,AC007040.3,70900155,70900351
ENSG00000265227,MIR4699,81158388,81158461
ENSG00000116035,VAX2,70900576,70965373
ENSG00000139220,PPFIA2,81257975,81759553
ENSG00000266555,MIR3145,138435213,138435294
ENSG00000274594,AL391669.1,138464099,138464383
ENSG00000216802,AL590617.1,138650226,138650973
ENSG00000225177,AL590617.2,138692548,138697288
ENSG00000279968,CCDC28A-AS1,138725211,138773652
ENSG00000024862,CCDC28A,138773769,138793319
ENSG00000116039,ATP6V1B1,70935900,70965431
ENSG00000010319,SEMA3G,52433035,52445103
ENSG00000268434,AC011530.1,45779437,45785973
ENSG00000203734,ECT2L,138795911,138904070
ENSG00000114854,TNNC1,52451100,52454041
ENSG00000185800,DMWD,45782947,45792845
ENSG00000239393,AC146507.1,177346073,177346426
ENSG00000169220,RGS14,177357924,177372596
ENSG00000104941,RSPH6A,45795713,45815308
ENSG00000010322,NISCH,52455118,52493068
ENSG00000242048,AC093583.1,151806490,151810820
ENSG00000239911,PRKAG2-AS1,151877042,151879223
ENSG00000212219,RNU6-604P,151900275,151900374
ENSG00000222941,Y_RNA,151916331,151916418
ENSG00000227562,AC074257.1,151950386,151954985
ENSG00000225415,ACKR4P1,138822747,138823799
ENSG00000220600,AL121834.1,138878899,138879407
ENSG00000106648,GALNTL5,151956379,152019929
ENSG00000236274,AC004865.1,35509742,35511438
ENSG00000258881,AC007040.2,70939318,70995336
ENSG00000239322,ATP6V1B1-AS1,70941817,70948610
ENSG00000131183,SLC34A1,177379235,177398848
ENSG00000135597,REPS1,138903493,138988261
ENSG00000125755,SYMPK,45815410,45863194
ENSG00000226186,ELOCP21,70955899,70956234
ENSG00000241159,RN7SL160P,70965584,70965867
ENSG00000020129,NCDN,35557473,35567274
ENSG00000144031,ANKRD53,70978380,70985499
ENSG00000196570,PFN3,177400109,177400661
ENSG00000131187,F12,177402141,177409564
ENSG00000144043,TEX261,70985942,70994873
ENSG00000276213,Metazoa_SRP,152025194,152025472
ENSG00000010327,STAB1,52495338,52524495
ENSG00000178234,GALNT11,152025674,152122340
ENSG00000239636,TFAP2E-AS1,35569813,35577729
ENSG00000116819,TFAP2E,35573314,35595328
